building_id,lon,lat,area_m2,tipo,parcel_capakey,parcel_niscode,nis_total_edificios,nis_pct_pre1946,nis_pct_post1981,nis_pct_calefaccion,nis_viviendas,nis_epeil_medio
9F018509-2B49-4CFE-B186-110024DA831D,5.5762915,50.6431039,,Habitation,62063A0567/00D000,62063,67972,63.3,8.2,52.6,111690,
A8C3640D-400E-4587-81B7-7CBD01577999,5.5692582,50.6405621,,Annexe,62803A1308/00D000,62803,,,,,,
251791A3-13B0-4776-A3CF-110F05FF843B,5.576825,50.6431023,,Habitation,62063A0658/00D000,62063,67972,63.3,8.2,52.6,111690,
F6AD8764-DA7E-4250-9100-AD24A5F49F52,5.5677015,50.6415963,,Annexe,62803A1202/00T000,62803,,,,,,
EC4109B5-1EB7-4125-8EDC-640FCCD16A04,5.5671996,50.6447294,,Annexe,62813F0025/00D000,62813,,,,,,
6DAE5FF3-6EFD-4962-94FA-67DB11CB447C,5.5776924,50.6441218,,Annexe,62063A0597/00E000,62063,67972,63.3,8.2,52.6,111690,
14117181-B084-4EFA-B09B-B9740C4692DE,5.572426,50.6419527,,Habitation,62063A0927/00C000,62063,67972,63.3,8.2,52.6,111690,
398E5E32-99CD-4679-8CFB-0A463DEFF196,5.5789946,50.6395066,,Annexe,62816D0317/00B002,62816,,,,,,
6029169D-AA02-4EB1-9948-1A2C0B7E284F,5.5692282,50.6425093,,Habitation,62803A1087/00E000,62803,,,,,,
42D2542A-751F-42B3-BCB6-AA1001F3499A,5.5711266,50.6420399,,Habitation,62063A0982/00F003,62063,67972,63.3,8.2,52.6,111690,
7DBE1E48-BF2D-4FEB-9534-A9E3BF464FEB,5.5664031,50.6425462,,Habitation,62803A1055/00P002,62803,,,,,,
2789B47E-BF53-48AA-83DE-A42EE8C375F0,5.5660557,50.6447579,,Habitation,62802B0370/00H000,62802,,,,,,
C68ADA35-BB3F-4BCB-A956-CB7628CC5E55,5.5724075,50.642228,,Habitation,62063A0898/00X003,62063,67972,63.3,8.2,52.6,111690,
5C96D8D9-0395-4915-8E64-18288D82A458,5.5722234,50.6429992,,Habitation,62063A1029/00B000,62063,67972,63.3,8.2,52.6,111690,
9F0B10AF-2774-4E04-B8AB-B417D79F63D2,5.5721539,50.6429886,,Habitation,62063A1028/00Y000,62063,67972,63.3,8.2,52.6,111690,
8B5CEDE9-37CF-46CA-B519-14F0B4B718E0,5.5750529,50.6442175,,Annexe,62063A0243/00A000,62063,67972,63.3,8.2,52.6,111690,
606138CD-01EF-4688-A45D-F4F2D69400F7,5.570385,50.6422303,,Annexe,62803A1106/00E000,62803,,,,,,
748EEBA0-917A-4666-8DC9-955B2A4502DC,5.5690588,50.6427051,,Annexe,62803A1075/00D000,62803,,,,,,
AEBBEB16-F188-477B-89AF-E9730661E3E2,5.568787,50.6414914,,Habitation,62803A1192/00A002,62803,,,,,,
BF344256-4167-4434-9F03-0D690C617D58,5.5688668,50.6415138,,Annexe,62803A1192/00A002,62803,,,,,,
11D2D4AB-E567-4CD9-87F3-BA628C5FC074,5.5695674,50.6424636,,Habitation,62803A1123/00C000,62803,,,,,,
78C50562-EEAF-472B-A834-0461F163F714,5.5689757,50.6426724,,Annexe,62803A1077/00M000,62803,,,,,,
65517344-E43A-45C6-970C-0F2F05E53D29,5.5686988,50.643879,,Annexe,62803A1045/00T000,62803,,,,,,
7572C72C-9150-4E6A-8A76-74F67CFAC4A6,5.5782072,50.6447817,,Habitation,62810C1171/00A000,62810,,,,,,
6246FE31-A006-4627-861C-83011A608ADD,5.571804,50.6422592,,Annexe,62063A0991/00F000,62063,67972,63.3,8.2,52.6,111690,
22234A23-1D08-4BB8-8592-05ADAE34D5F3,5.5681018,50.6403071,,Habitation,62813E0467/00A000,62813,,,,,,
B62C3D24-53C7-4EDD-855E-05D46DF72F2F,5.5704822,50.6415788,,Annexe,62803A1267/00R000,62803,,,,,,
FC71B7F4-79A6-43B3-A6BA-BEF3D1E2EA2F,5.5774764,50.643617,,Annexe,62063A0607/00L000,62063,67972,63.3,8.2,52.6,111690,
8010A004-76C0-456E-9B45-7CE9D9F11C48,5.566415,50.6393938,,Habitation,62813E0566/00B000,62813,,,,,,
3540726F-8162-4136-B6CC-4E775041604F,5.5707011,50.6407751,,Habitation,62803A1341/00C000,62803,,,,,,
26DF9D8C-C596-4751-BD8B-01F4EB3051C7,5.568971,50.6437111,,Annexe,62803A1043/00R000,62803,,,,,,
4C694C57-8EBF-4861-86CC-C76837252347,5.5731142,50.6427117,,Annexe,62063A0827/00S000,62063,67972,63.3,8.2,52.6,111690,
