numero_dpe,date_etablissement_dpe,id_rnb,identifiant_ban,adresse_ban,code_postal_ban,nom_commune_ban,code_departement_ban,type_batiment,periode_construction,annee_construction,surface_habitable_logement,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ep,rnb_status,rnb_lon,rnb_lat,rnb_insee_code,rnb_n_addresses,rnb_match,bdnb_batiment_groupe_id,bdnb_hauteur,bdnb_s_geom_cstr,bdnb_altitude_sol,bdnb_annee_construction,bdnb_mat_mur,bdnb_mat_toit,bdnb_nb_niveau,bdnb_nb_log,bdnb_usage,bdnb_alea_argiles,alea_argiles_final,alea_argiles_source
2675E1538378M,2026-06-08,Y9E6RNRAB2GW,75116_4428_00002,2 Rue Gustave Zédé 75016 Paris,75016,Paris,75,appartement,avant 1948,,123.6,D,B,243,constructed,2.272958359859582,48.85622329374111,75116,2,id_rnb,bdnb-bg-LTPE-LBQW-XDFA,19.2,156,48.6,1910,PIERRE,ZINC ALUMINIUM,7,8,Résidentiel collectif,,Non exposé,Géorisques
2675E1537643F,2026-06-08,EF67Y6SJVN19,75112_2584_00170,170 Avenue Daumesnil 75012 Paris,75012,Paris,75,appartement,avant 1948,,32.5,F,C,396,constructed,2.393973457005433,48.839749396513504,75112,1,id_rnb,bdnb-bg-B8EP-5J8P-MLB2,21.4,196,48.0,1880,BRIQUES - PIERRE,INDETERMINE,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1535949B,2026-06-08,MXEGGPMXVP2D,75111_3008_00018,18 Cité Dupont 75011 Paris,75011,Paris,75,appartement,avant 1948,,21.2,D,B,235,constructed,2.380946902347911,48.86282791138658,75111,2,id_rnb,bdnb-bg-GJJD-Q6X6-6VZE,15.6,258,44.0,1870,BOIS - MEULIERE,ZINC ALUMINIUM,6,33,Résidentiel collectif,,Non exposé,Géorisques
2675E1533851J,2026-06-08,Z7ME5VDVJ8B7,75120_0833_00324,324 Rue de Belleville 75020 Paris,75020,Paris,75,appartement,avant 1948,,36.8,E,C,315,constructed,2.405766046614657,48.87679404258939,75120,2,id_rnb,bdnb-bg-ZXC3-FJ17-1TY6,20.5,308,118.0,1900,PIERRE,TUILES,7,40,Résidentiel collectif,,Non exposé,Géorisques
2675E1535525T,2026-06-08,VYVNAJVPYK8Y,75117_2112_00083,83 Avenue de Clichy 75017 Paris,75017,Paris,75,appartement,avant 1948,1900,47,D,D,188.4,constructed,2.323891252751364,48.88826470495958,75117,1,id_rnb,bdnb-bg-X5G2-LSYH-C99X,19.4,142,58.0,1900,BRIQUES - PIERRE,ZINC ALUMINIUM,7,12,Résidentiel collectif,,Non exposé,Géorisques
2675E1530410A,2026-06-08,B9W8XRDJK11D,75120_3933_00030,30 Avenue Gambetta 75020 Paris,75020,Paris,75,appartement,avant 1948,,19.7,G,C,653,constructed,2.396542751846495,48.8648432345573,75120,1,id_rnb,bdnb-bg-UGTV-G1SQ-CMLB,18.9,86,88.2,1893,BRIQUES - AUTRES,ARDOISES - ZINC ALUMINIUM,7,23,Résidentiel collectif,,Non exposé,Géorisques
2666E1535171U,2026-06-08,RAK6KEP6F2TD,75119_3221_00025,25 Rue Emile Desvaux 75019 Paris,75019,Paris,75,appartement,1948-1974,1969,89.7,D,D,219.4,constructed,2.911334887545479,42.68936422248498,66136,2,id_rnb,bdnb-bg-2BSF-X2PC-Z29Y,12.7,340,39.6,1969,BETON - BRIQUES,TUILES,6,10,Résidentiel collectif,Moyen,Moyen,BDNB
2675E1526427V,2026-06-08,349QV5R71PXF,75116_4141_00042,42 Avenue Georges Mandel 75016 Paris,75016,Paris,75,appartement,1948-1974,1970,30.1,D,D,210.6,constructed,2.280751507904249,48.8643179027556,75116,1,id_rnb,bdnb-bg-WU11-39A3-J8J1,20.3,300,61.0,1911,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,7,10,Résidentiel collectif,,Non exposé,Géorisques
2675E1535679R,2026-06-08,ZFJPZPNWNRJK,75115_3289_00039,39 Rue des Entrepreneurs 75015 Paris,75015,Paris,75,appartement,avant 1948,,60.4,E,C,290,constructed,2.286740559217216,48.84635986111951,75115,2,id_rnb,bdnb-bg-HMBB-LYGP-61ES,23.1,340,32.3,1900,BRIQUES - PIERRE,BETON - ZINC ALUMINIUM,7,25,Résidentiel collectif,,Non exposé,Géorisques
2675E1537121D,2026-06-08,7WV6TZTRXBJK,75107_5308_00013_b,13b Avenue de la Motte-Picquet 75007 Paris,75007,Paris,75,appartement,avant 1948,,9.3,F,C,566,constructed,2.308720920974323,48.85611610261446,75107,1,id_rnb,bdnb-bg-5PAS-2KGR-M8XQ,21.7,164,36.0,1880,MEULIERE - PIERRE,ARDOISES,8,21,Résidentiel collectif,,Non exposé,Géorisques
2675E1535154M,2026-06-08,B5ZR3Q4JT8TN,75117_5228_00046,46 Rue la Condamine 75017 Paris,75017,Paris,75,immeuble,avant 1948,,,F,C,374,constructed,2.322203173073533,48.88633740731325,75117,2,id_rnb,bdnb-bg-FKZ2-4B2C-FPBG,17.1,151,54.0,1890,BRIQUES - MEULIERE,ARDOISES - ZINC ALUMINIUM,6,5,Résidentiel collectif,,Non exposé,Géorisques
2675E1525464U,2026-06-07,F97QX2GYXN47,75111_3737_00019,19 Rue de la Forge Royale 75011 Paris,75011,Paris,75,appartement,avant 1948,,119.6,E,C,300,constructed,2.38052921150144,48.8517602761944,75111,1,id_rnb,bdnb-bg-TXN2-N8X4-8H6L,16.4,200,36.0,1880,BRIQUES - MEULIERE,ZINC ALUMINIUM,6,22,Résidentiel collectif,,Non exposé,Géorisques
2675E1525557J,2026-06-07,S4V2EPC3EQTV,75115_3227_00010,10 Rue Emile Duclaux 75015 Paris,75015,Paris,75,appartement,avant 1948,,87,D,D,206,constructed,2.308413579076965,48.84266750507326,75115,4,id_rnb,bdnb-bg-GJJJ-T8WB-CH71,20.9,845,40.6,1931,BRIQUES - PIERRE,BETON,9,87,Résidentiel collectif,,Non exposé,Géorisques
2675E1524219X,2026-06-07,HQXDY1XD288K,75107_3023_00037,37 Avenue Duquesne 75007 Paris,75007,Paris,75,appartement,avant 1948,,107.8,F,C,367,constructed,2.310697943365664,48.85168374003534,75107,1,id_rnb,bdnb-bg-4TV1-E3J9-ZE3M,22.9,363,37.0,1898,PIERRE - AUTRES,ARDOISES - AUTRES,7,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1525139H,2026-06-07,HRG44BH2VQJG,75115_6377_00030,30 Rue Miollis 75015 Paris,75015,Paris,75,appartement,1948-1974,,111.1,D,C,184,constructed,2.30312689529235,48.84624656915777,75115,7,id_rnb,bdnb-bg-LJRN-ABEM-2VT5,38.2,2736,36.0,1976,BETON,BETON,15,555,Résidentiel collectif,,Non exposé,Géorisques
2675E1530384A,2026-06-08,6SJN2N75XD5J,75118_8014_00061,61 Rue Ramey 75018 Paris,75018,Paris,75,appartement,1948-1974,1949,20.5,E,B,326,constructed,2.345307270136491,48.89053219869548,75118,1,adresse_ban,bdnb-bg-5NNW-75C9-CVMT,14.1,247,66.3,1880,BRIQUES - MEULIERE,ZINC ALUMINIUM,6,23,Résidentiel collectif,,Non exposé,Géorisques
2675E1536603F,2026-06-08,56C61VNZCHDE,75116_3696_00065,65 Avenue Foch 75016 Paris,75016,Paris,75,appartement,avant 1948,,133,E,E,252,constructed,2.280189843031913,48.87148639454536,75116,3,adresse_ban,bdnb-bg-BLQA-QYCA-ZRFD,26.9,1206,46.1,1959,INDETERMINE,INDETERMINE,10,55,Résidentiel collectif,,Non exposé,Géorisques
2675E1530536W,2026-06-08,RHFA83KYBSH3,75113_3128_00007,7 Rue Edmond Gondinet 75013 Paris,75013,Paris,75,appartement,avant 1948,,37.6,F,F,385,constructed,2.347594458255439,48.83045670382093,75113,2,adresse_ban,bdnb-bg-9WM9-Y5Z1-V46T,23.2,255,43.0,1915,PIERRE,ARDOISES - ZINC ALUMINIUM,8,30,Résidentiel collectif,,Non exposé,Géorisques
2675E1530213L,2026-06-08,4N72JC9A8TK5,75112_3074_00008,8 Rue Ebelmen 75012 Paris,75012,Paris,75,appartement,avant 1948,,41,E,C,284,constructed,2.387416709107864,48.843955210323585,75112,1,adresse_ban,bdnb-bg-BFJX-941T-9B3D,18.6,151,41.4,1890,BRIQUES - MEULIERE,ZINC ALUMINIUM,7,21,Résidentiel collectif,,Non exposé,Géorisques
2675E1536215H,2026-06-08,HEMHFTAXXPCN,75117_9487_00032,32 Rue Truffaut 75017 Paris,75017,Paris,75,appartement,avant 1948,,9,F,C,633,constructed,2.322069694807878,48.88558339182592,75117,1,adresse_ban,bdnb-bg-QPBU-GGXW-MQVB,13.4,87,55.1,1860,BRIQUES - PIERRE,ARDOISES,7,31,Résidentiel collectif,,Non exposé,Géorisques
2675E1525758C,2026-06-08,8F6MFYXFJ92K,75112_2584_00268,268 Avenue Daumesnil 75012 Paris,75012,Paris,75,appartement,1948-1974,,29.5,C,A,164,constructed,2.404432875036343,48.83559186077221,75112,2,adresse_ban,bdnb-bg-TM7R-2XRP-LCX9,7.8,1307,41.9,1992,INDETERMINE,INDETERMINE,9,58,Résidentiel collectif,,Non exposé,Géorisques
2675E1527029Z,2026-06-08,VV33YTGHJKZE,75106_9634_00018,18 Rue Vavin 75006 Paris,75006,Paris,75,appartement,avant 1948,,37,E,C,316,constructed,2.330351638522691,48.84399877315032,75106,2,adresse_ban,bdnb-bg-G3TA-RTK5-ALHV,20.2,497,46.0,1880,BRIQUES - MEULIERE,ARDOISES - ZINC ALUMINIUM,7,24,Résidentiel collectif,,Non exposé,Géorisques
2675E1535793B,2026-06-08,71CPDBEKXGDC,75107_1119_00014_t,14t Avenue Bosquet 75007 Paris,75007,Paris,75,appartement,avant 1948,,30.7,C,B,194,constructed,2.302834953491816,48.859480279505235,75107,1,adresse_ban,bdnb-bg-Z3CU-X146-ZP1S,21.3,305,33.0,2002,INDETERMINE,ARDOISES,6,12,Résidentiel collectif,,Non exposé,Géorisques
2675E1533713B,2026-06-08,C5J9GS11S2DV,75114_0233_00021,21 Rue Alphonse Daudet 75014 Paris,75014,Paris,75,appartement,avant 1948,,84.2,C,C,143,constructed,2.326868923510751,48.82663591665282,75114,1,adresse_ban,bdnb-bg-WMBV-LJHP-XWEU,22.9,112,67.4,1880,PIERRE,ARDOISES,7,10,Résidentiel collectif,,Non exposé,Géorisques
2675E1528786O,2026-06-08,HFHQYXEJXZGW,75105_3890_00003,3 Rue Fustel de Coulanges 75005 Paris,75005,Paris,75,appartement,avant 1948,,47.4,E,E,317,constructed,2.33911436321802,48.839737320723586,75105,1,adresse_ban,bdnb-bg-Y71N-X1TU-2QUV,22.5,65,54.0,1890,MEULIERE - PIERRE,ARDOISES,7,30,Résidentiel collectif,,Non exposé,Géorisques
2675E1536933X,2026-06-08,ZKBW7DVFMESM,75112_9047_00087,87 Boulevard Soult 75012 Paris,75012,Paris,75,appartement,avant 1948,1896,26.5,G,C,470.4,constructed,2.409253333754583,48.842144950745094,75112,1,adresse_ban,bdnb-bg-Z2GC-RS9B-K5ZS,11.2,191,50.8,,AGGLOMERE,INDETERMINE,6,14,Résidentiel collectif,,Non exposé,Géorisques
2675E1526990M,2026-06-08,FAFTJDT5KZVF,75109_6425_00003,3 Square Moncey 75009 Paris,75009,Paris,75,appartement,avant 1948,,210.3,E,E,283,constructed,2.330308020154883,48.8804756153194,75109,1,adresse_ban,bdnb-bg-H65L-L41D-APXL,20.3,285,46.8,1903,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,8,Résidentiel collectif,,Non exposé,Géorisques
2675E1531153P,2026-06-08,NK4RF6DWKXNQ,75110_9848_00030,30 Rue des Vinaigriers 75010 Paris,75010,Paris,75,appartement,avant 1948,,48.7,E,C,304,constructed,2.362702691289,48.87334550983799,75110,2,adresse_ban,bdnb-bg-FHB1-MTAH-BHDR,11.5,554,38.5,1780,BRIQUES,ZINC ALUMINIUM,4,17,Résidentiel collectif,,Non exposé,Géorisques
2675E1536871N,2026-06-08,XV698EX39QA6,75118_2578_00004,4 Rue Darwin 75018 Paris,75018,Paris,75,appartement,avant 1948,,32.3,D,B,216,constructed,2.339914859447269,48.89028939326111,75118,1,adresse_ban,bdnb-bg-AUBB-J6L1-6U2Y,12.4,24,75.4,1900,AGGLOMERE - BRIQUES,INDETERMINE,7,35,Résidentiel collectif,,Non exposé,Géorisques
2675E1536873P,2026-06-08,7VE5N2E9GGAH,75118_6955_00033,33 Rue d'Orsel 75018 Paris,75018,Paris,75,appartement,avant 1948,1900,23,D,B,223,constructed,2.343687342888129,48.88361292172782,75118,3,adresse_ban,bdnb-bg-12DS-GJ7E-5JYM,8.6,244,69.4,1914,MEULIERE,ZINC ALUMINIUM,4,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1530112O,2026-06-08,HRQDKGZR6HVD,75120_9132_00031,31 Rue du Surmelin 75020 Paris,75020,Paris,75,appartement,1948-1974,,126.4,F,C,377,constructed,2.40467131368676,48.8689906285738,75120,3,adresse_ban,bdnb-bg-TX35-MGE4-SP8X,13.7,187,97.0,1951,BETON - BRIQUES,ZINC ALUMINIUM,3,2,Résidentiel collectif,,Non exposé,Géorisques
2675E1528934G,2026-06-08,KFGT9TC7RPQV,75118_7770_00018,18 Rue Poulet 75018 Paris,75018,Paris,75,appartement,avant 1948,,24.1,G,C,521,constructed,2.348968317436419,48.88687843763359,75118,1,adresse_ban,bdnb-bg-TXYK-Y29A-TNAH,15.7,211,72.1,1880,PIERRE,ZINC ALUMINIUM,7,21,Résidentiel collectif,,Non exposé,Géorisques
2675E1537315P,2026-06-08,3YX93S9KVFAX,75115_2713_00038,38 Rue Desaix 75015 Paris,75015,Paris,75,appartement,avant 1948,,84,F,F,370,constructed,2.291993139590923,48.8521760004143,75115,1,adresse_ban,bdnb-bg-X32F-9QHA-JXL9,20.6,265,33.0,1910,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,8,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1535370U,2026-06-08,ZZNZJ5BY2ZTK,75110_3508_00127,127 Rue du Faubourg du Temple 75010 Paris,75010,Paris,75,appartement,avant 1948,,32,E,C,321,constructed,2.375372910888803,48.87172492392433,75110,1,adresse_ban,bdnb-bg-JP62-P4CL-A4FN,16.7,630,50.0,1900,AGGLOMERE - BOIS,TUILES - ZINC ALUMINIUM,7,54,Résidentiel collectif,,Non exposé,Géorisques
2675E1528136O,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,29.5,D,B,267,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1536591T,2026-06-08,N5D1VDZAAVWT,75115_9624_00405,405 Rue de Vaugirard 75015 Paris,75015,Paris,75,appartement,1948-1974,1948,49.5,E,E,304,constructed,2.289008281296798,48.83294482902876,75115,1,adresse_ban,bdnb-bg-C8LU-8NCY-TFRY,20.1,35,38.6,,,,,,,,Non exposé,Géorisques
2675E1536094Q,2026-06-08,NVXN7KAHPZJD,75111_5107_00014,14 Rue Jules Vallès 75011 Paris,75011,Paris,75,appartement,avant 1948,,45,E,B,265,constructed,2.385307184981037,48.853848533589755,75111,1,adresse_ban,bdnb-bg-H1E5-CMU9-REZ3,19.8,209,41.7,1910,PIERRE,ZINC ALUMINIUM,7,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1531104S,2026-06-08,6M2Z74FJ4S3B,75110_9838_00047,47 Boulevard de la Villette 75010 Paris,75010,Paris,75,appartement,avant 1948,,29.2,E,C,347,constructed,2.372968821910614,48.875247849519866,75110,2,adresse_ban,bdnb-bg-UP5J-HYHU-D2VQ,16.6,180,56.6,1880,AGGLOMERE - BRIQUES,TUILES - ZINC ALUMINIUM,5,17,Résidentiel collectif,,Non exposé,Géorisques
2675E1526010U,2026-06-08,NR2DKBYW4T31,75117_2387_00087,87 Rue de Courcelles 75017 Paris,75017,Paris,75,appartement,avant 1948,,144,F,F,397,constructed,2.302019746584336,48.87999201682538,75117,2,adresse_ban,bdnb-bg-8H6V-M9Z8-CAMF,22.4,395,41.9,1912,PIERRE,ZINC ALUMINIUM,9,16,Résidentiel collectif,,Non exposé,Géorisques
2675E1534466A,2026-06-08,TR1P81CGWSP7,75116_0503_00032,32 Rue de l'Assomption 75016 Paris,75016,Paris,75,appartement,avant 1948,1933,43.6,G,F,421.4,constructed,2.272141037227082,48.85396749323481,75116,1,adresse_ban,bdnb-bg-UNLE-5CVR-ACBR,28.0,329,36.0,1933,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,9,40,Résidentiel collectif,,Non exposé,Géorisques
2675E1536979R,2026-06-08,KP91KTG8D352,75108_4645_00036,36 Avenue Hoche 75008 Paris,75008,Paris,75,appartement,avant 1948,,81.1,D,D,219,constructed,2.298953251244747,48.87605035131439,75108,1,adresse_ban,bdnb-bg-HM3Y-DLEP-KFDM,30.3,1095,47.4,1931,BRIQUES - PIERRE,ARDOISES - BETON,9,34,Tertiaire & Autres,,Non exposé,Géorisques
2675E1538616Q,2026-06-08,KYK8XT61QTM3,75112_5063_00011,11 Rue Jules César 75012 Paris,75012,Paris,75,appartement,1948-1974,1970,42.1,D,D,245.7,constructed,2.369538000345981,48.84912156031723,75112,2,adresse_ban,bdnb-bg-M3XJ-NGNT-LBUX,19.3,535,35.0,2010,INDETERMINE,INDETERMINE,6,22,Résidentiel collectif,,Non exposé,Géorisques
2675E1533405F,2026-06-08,M4ZDF9SJN41E,75112_5772_00034,34 Rue Louis Braille 75012 Paris,75012,Paris,75,appartement,avant 1948,,30.8,D,B,234,constructed,2.403610429076366,48.839637652170595,75112,1,adresse_ban,bdnb-bg-DPFY-J69N-CS7R,23.7,132,38.4,1900,BRIQUES - AUTRES,AUTRES,6,16,Résidentiel collectif,,Non exposé,Géorisques
2675E1536812G,2026-06-08,8H8XT3EA6SHV,75114_8649_00010,10 Villa Saint-Jacques 75014 Paris,75014,Paris,75,appartement,1948-1974,,75.2,D,D,209,constructed,2.33484674562318,48.83254855609138,75114,1,adresse_ban,bdnb-bg-4JHE-KQ6E-4TEU,19.2,328,59.0,1961,BETON - MEULIERE,BETON,7,18,Résidentiel collectif,,Non exposé,Géorisques
2675E1529765F,2026-06-08,XHE9XPNRP7BQ,75107_0618_00047,47 Rue de Babylone 75007 Paris,75007,Paris,75,appartement,avant 1948,,9.9,G,D,1095,constructed,2.318483022604664,48.85140951489582,75107,1,adresse_ban,bdnb-bg-TM1V-2P48-PTTH,5,35,38.0,1905,INDETERMINE,INDETERMINE,7,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1539029N,2026-06-08,25QF3T5Z8BR1,75107_3093_00001,1 Place de l'Ecole Militaire 75007 Paris,75007,Paris,75,appartement,avant 1948,,36.7,C,A,177,constructed,2.306518195459977,48.854415811847915,75107,1,adresse_ban,bdnb-bg-AGKW-TUTA-WPBN,10.7,27,36.0,1870,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,6,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1537855J,2026-06-08,BHEFQQQFR8BS,75112_2816_00021,21 Avenue du Docteur Arnold Netter 75012 Paris,75012,Paris,75,appartement,1948-1974,,13.7,D,D,253,constructed,2.404733127687083,48.84229202805602,75112,4,adresse_ban,bdnb-bg-XSYR-AZQ7-9LKH,16.5,226,42.3,1967,BRIQUES,INDETERMINE,3,2,Résidentiel individuel,,Non exposé,Géorisques
2675E1534816M,2026-06-08,DRHRK7KY6MDM,75106_8735_00041,41 Rue Saint-Placide 75006 Paris,75006,Paris,75,appartement,avant 1948,1900,128,D,D,164.8,constructed,2.326176569908934,48.848117014714596,75106,1,adresse_ban,bdnb-bg-LHKL-7NJD-WQX8,21.7,255,39.3,1900,MEULIERE - PIERRE,ZINC ALUMINIUM,7,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1535425X,2026-06-08,JG1726Q3S6FS,75111_8788_00005_b,5b Passage Salarnier 75011 Paris,75011,Paris,75,appartement,avant 1948,,54.8,D,B,185,constructed,2.373743709557667,48.857175390595344,75111,2,adresse_ban,bdnb-bg-XTCF-HWW2-BYJX,11.3,376,35.0,1850,PIERRE,TUILES - ZINC ALUMINIUM,4,7,Tertiaire & Autres,,Non exposé,Géorisques
2675E1531013F,2026-06-08,7ZK1Y1S6DJ18,75116_0722_00004,4 Rue des Bauches 75016 Paris,75016,Paris,75,appartement,avant 1948,,80.9,F,F,337,constructed,2.274447522499799,48.85587402732674,75116,1,adresse_ban,bdnb-bg-TV8R-AK83-R7Y4,22.6,254,45.5,1896,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,6,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1530349R,2026-06-08,4JZRBWZ84MRM,75110_6183_00092,92 Rue de Maubeuge 75010 Paris,75010,Paris,75,appartement,avant 1948,,10.7,G,D,1109,constructed,2.350746518142479,48.8799373094099,75110,2,adresse_ban,bdnb-bg-STE4-A42Z-Y9TH,20.7,249,49.6,1860,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,22,Résidentiel collectif,,Non exposé,Géorisques
2675E1531854O,2026-06-08,K12GN7Z512TN,75116_7587_00088,88 Rue de la Pompe 75016 Paris,75016,Paris,75,appartement,avant 1948,,94.9,F,F,354,constructed,2.278273971727216,48.86455399080289,75116,1,adresse_ban,bdnb-bg-U8GK-3DK7-2VD9,18.9,120,57.5,1860,MEULIERE,ZINC ALUMINIUM,6,10,Résidentiel collectif,,Non exposé,Géorisques
2675E1531635D,2026-06-08,WYYGRFRK9A3C,75119_1576_00010,10 Rue des Carrières d'Amérique 75019 Paris,75019,Paris,75,appartement,avant 1948,,31.2,E,C,316,constructed,2.393071639242851,48.88463500362096,75119,2,adresse_ban,bdnb-bg-L4B8-C2KW-SFBN,2.2,112,66.5,1880,BRIQUES,TUILES,2,6,Résidentiel collectif,,Non exposé,Géorisques
2675E1526775F,2026-06-08,WTWK23XR2KRR,75104_6936_00012,12 Quai d'Orléans 75004 Paris,75004,Paris,75,appartement,avant 1948,,41.9,G,G,513,constructed,2.355239313487797,48.851462112276536,75104,2,adresse_ban,bdnb-bg-14KL-KZ7T-UWFV,16.9,158,37.0,1650,INDETERMINE,INDETERMINE,6,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1529771L,2026-06-08,WEV49ZTFXY6B,75107_6535_00008,8 Rue de Monttessuy 75007 Paris,75007,Paris,75,appartement,avant 1948,,23.6,E,C,307,constructed,2.29982518770401,48.859873254508365,75107,1,adresse_ban,bdnb-bg-Z9F7-M5R8-3KRM,18.0,165,33.1,1890,BRIQUES,ARDOISES - ZINC ALUMINIUM,7,39,Résidentiel collectif,,Non exposé,Géorisques
2675E1533677R,2026-06-08,ZAVQNZ1EDFDR,75117_5642_00036,36 Rue de Lévis 75017 Paris,75017,Paris,75,appartement,avant 1948,,58.5,D,B,192,constructed,2.315164748850255,48.88323910430296,75117,1,adresse_ban,bdnb-bg-GDSJ-DT83-3KSV,10.9,232,49.2,1870,PIERRE,ZINC ALUMINIUM,4,31,Résidentiel collectif,,Non exposé,Géorisques
2675E1529901L,2026-06-08,D4B97PY4AFPN,75102_8212_00077,77 Rue de Richelieu 75002 Paris,75002,Paris,75,appartement,avant 1948,,57.2,E,E,284,constructed,2.338380650043005,48.868987392813565,75102,2,adresse_ban,bdnb-bg-KGSZ-7CJR-NZVF,19.9,262,35.2,1970,PIERRE,ZINC ALUMINIUM,7,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1530345N,2026-06-08,929366G3FZ7J,75114_8061_00166,166 Rue Raymond Losserand 75014 Paris,75014,Paris,75,appartement,avant 1948,,36.1,E,B,271,constructed,2.310596435965919,48.83037888939424,75114,2,adresse_ban,bdnb-bg-TEXY-KGLU-YF58,22.2,275,60.2,1890,MEULIERE - PIERRE,ZINC ALUMINIUM,7,25,Résidentiel collectif,,Non exposé,Géorisques
2675E1534773V,2026-06-08,MPYGQ9P81PSD,75119_9058_00003,3 Cours du Septième Art 75019 Paris,75019,Paris,75,appartement,1989-2000,,33.4,C,A,158,constructed,2.386946304596325,48.87775199633572,75119,10,adresse_ban,bdnb-bg-XR84-48KZ-CG12,19.6,1615,99.9,2000,INDETERMINE,INDETERMINE,8,174,Résidentiel collectif,,Non exposé,Géorisques
2675E1532821T,2026-06-08,5H346YYWHYY8,75119_4903_00145,145 Avenue Jean Jaurès 75019 Paris,75019,Paris,75,appartement,avant 1948,,49.6,D,B,246,constructed,2.385052453702682,48.88714382084069,75119,1,adresse_ban,bdnb-bg-HVNJ-YPA5-LU3J,4.3,24,55.0,1910,INDETERMINE,INDETERMINE,8,41,Résidentiel collectif,,Non exposé,Géorisques
2675E1536908Y,2026-06-08,H71A83Y3KB4C,75107_3818_00007,7 Avenue Franco-Russe 75007 Paris,75007,Paris,75,appartement,1989-2000,,180.1,C,C,139,constructed,2.299634220426693,48.86010716878944,75107,1,adresse_ban,bdnb-bg-Z3YH-P5UF-6YLU,25.1,164,33.0,1991,BETON,ZINC ALUMINIUM,7,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1535417P,2026-06-08,9DNZZ7F61VXX,75114_6776_00002,2 Rue Niepce 75014 Paris,75014,Paris,75,appartement,avant 1948,1900,19.5,G,C,552.9,constructed,2.317833717813531,48.83507918612973,75114,2,adresse_ban,bdnb-bg-1Q3D-HN26-DUY2,21.2,303,63.5,1890,PIERRE,ZINC ALUMINIUM,7,32,Résidentiel collectif,,Non exposé,Géorisques
2675E1538943F,2026-06-08,93MEDSCRS63P,75117_7258_00029,29 Boulevard Pereire 75017 Paris,75017,Paris,75,appartement,avant 1948,,11.3,F,C,568,constructed,2.309840796150852,48.887623757516714,75117,2,adresse_ban,bdnb-bg-5A9T-R69P-ZXZ9,17.2,351,43.1,1910,PIERRE,ZINC ALUMINIUM,7,17,Résidentiel collectif,,Non exposé,Géorisques
2675E1533722K,2026-06-08,91F6J3YYYBBE,75117_8718_00041,41 Avenue de Saint-Ouen 75017 Paris,75017,Paris,75,appartement,avant 1948,,32.6,E,C,314,constructed,2.326253004393026,48.890307204875796,75117,1,adresse_ban,bdnb-bg-719N-RLAR-PHY8,24.0,244,50.3,1900,PIERRE,ARDOISES - ZINC ALUMINIUM,8,31,Résidentiel collectif,,Non exposé,Géorisques
2675E1537908K,2026-06-08,XEGBBY5DKC8W,75114_8105_00033_b,33b Avenue Reille 75014 Paris,75014,Paris,75,appartement,avant 1948,,42.4,E,C,305,constructed,2.3350777611256,48.82385434969176,75114,1,adresse_ban,bdnb-bg-CHR7-N7TY-PQM6,15.4,625,67.6,1920,MEULIERE,AUTRES,6,49,Résidentiel collectif,,Non exposé,Géorisques
2675E1530706K,2026-06-08,TBB6FDMBHC12,75110_3512_00110,110 Rue du Faubourg Poissonnière 75010 Paris,75010,Paris,75,appartement,avant 1948,,48,E,E,303,constructed,2.349424317985695,48.87894663043548,75110,2,adresse_ban,bdnb-bg-R826-R6RH-34XN,20.2,494,46.4,1850,MEULIERE,ZINC ALUMINIUM,6,25,Résidentiel collectif,,Non exposé,Géorisques
2675E1528806I,2026-06-08,VYQ7MF1B6TFZ,75110_3086_00022,22 Rue des Ecluses Saint-Martin 75010 Paris,75010,Paris,75,appartement,1978-1982,1981,29,D,D,240,constructed,2.366678717608229,48.87709564156788,75110,9,adresse_ban,bdnb-bg-3NJT-9L9C-Z3T5,28.5,1969,46.3,1981,INDETERMINE,INDETERMINE,9,191,Résidentiel collectif,,Non exposé,Géorisques
