numero_dpe,date_etablissement_dpe,id_rnb,identifiant_ban,adresse_ban,code_postal_ban,nom_commune_ban,code_departement_ban,type_batiment,periode_construction,annee_construction,surface_habitable_logement,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ep,rnb_status,rnb_lon,rnb_lat,rnb_insee_code,rnb_n_addresses,rnb_match,bdnb_batiment_groupe_id,bdnb_hauteur,bdnb_s_geom_cstr,bdnb_altitude_sol,bdnb_annee_construction,bdnb_mat_mur,bdnb_mat_toit,bdnb_nb_niveau,bdnb_nb_log,bdnb_usage,bdnb_alea_argiles,alea_argiles_final,alea_argiles_source
2675E1535002Q,2026-06-08,WV8YWYEPEFCH,75106_9880_00009,9 Rue Visconti 75006 Paris,75006,Paris,75,appartement,avant 1948,,13,C,B,267,constructed,2.336031543707793,48.8555809148248,75106,2,adresse_ban,bdnb-bg-S383-E6SL-UDPH,15.9,129,32.0,1880,INDETERMINE,INDETERMINE,6,22,Résidentiel collectif,,Non exposé,Géorisques
2675E1527228Q,2026-06-08,TXFMQCRB46P5,75120_4452_00029,29 Rue des Haies 75020 Paris,75020,Paris,75,appartement,avant 1948,,22,F,C,465,constructed,2.401073707737169,48.85324951826117,75120,4,adresse_ban,bdnb-bg-9CZJ-MPNH-NRZY,8.8,536,55.1,2010,INDETERMINE,INDETERMINE,1,0,Tertiaire & Autres,,Non exposé,Géorisques
2675E1532732I,2026-06-08,F33KS39NDXAR,75116_2308_00030,30 Rue Copernic 75016 Paris,75016,Paris,75,appartement,avant 1948,,266.2,C,A,124,constructed,2.288324693981278,48.86938830074517,75116,2,adresse_ban,bdnb-bg-G37A-GX47-YKLH,21.0,115,63.3,1883,BRIQUES - PIERRE,INDETERMINE,3,1,Tertiaire & Autres,,Non exposé,Géorisques
2675E1538805X,2026-06-08,TCKKJXNSDA1Y,75117_7258_00072,72 Boulevard Pereire 75017 Paris,75017,Paris,75,appartement,avant 1948,,66.4,E,C,274,constructed,2.302202130701558,48.887307934722635,75117,1,adresse_ban,bdnb-bg-3GHD-1CSZ-22M9,21.8,106,35.9,1890,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,5,5,Résidentiel collectif,,Non exposé,Géorisques
2675E1535773H,2026-06-08,Z5KZRNFZ2NZY,75114_5922_00182,182 Avenue du Maine 75014 Paris,75014,Paris,75,appartement,avant 1948,,25.8,D,B,274,constructed,2.324935460830666,48.83180482465497,75114,1,adresse_ban,bdnb-bg-E56K-FGNV-U66L,18.9,110,63.0,1870,MEULIERE,ZINC ALUMINIUM,6,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1532668W,2026-06-08,WYYGRFRK9A3C,75119_1576_00010,10 Rue des Carrières d'Amérique 75019 Paris,75019,Paris,75,appartement,avant 1948,,30.7,E,B,295,constructed,2.393071639242851,48.88463500362096,75119,2,adresse_ban,bdnb-bg-L4B8-C2KW-SFBN,2.2,112,66.5,1880,BRIQUES,TUILES,2,6,Résidentiel collectif,,Non exposé,Géorisques
2675E1532239J,2026-06-08,T93VR6J8EHXX,75114_8446_00020,20 Rue de la Sablière 75014 Paris,75014,Paris,75,appartement,avant 1948,,9.1,D,B,363,constructed,2.323286753169005,48.83196590719401,75114,1,adresse_ban,bdnb-bg-CE9V-5B5Z-CVA6,17.6,125,63.2,1880,INDETERMINE,INDETERMINE,5,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1538833Z,2026-06-08,93MEDSCRS63P,75117_7258_00029,29 Boulevard Pereire 75017 Paris,75017,Paris,75,appartement,avant 1948,,108.2,F,E,343,constructed,2.309840796150852,48.887623757516714,75117,2,adresse_ban,bdnb-bg-5A9T-R69P-ZXZ9,17.2,351,43.1,1910,PIERRE,ZINC ALUMINIUM,7,17,Résidentiel collectif,,Non exposé,Géorisques
2675E1525852S,2026-06-08,HQZPNYRYTT7E,75105_7752_00018,18 Rue du Pot de Fer 75005 Paris,75005,Paris,75,appartement,avant 1948,,43,E,C,315,constructed,2.348552819885108,48.8430443517951,75105,2,adresse_ban,bdnb-bg-GNKG-5FQM-R9PF,16.9,209,55.1,1800,INDETERMINE,INDETERMINE,6,25,Résidentiel collectif,,Non exposé,Géorisques
2675E1537992Q,2026-06-08,49G7B49PVA3E,75115_0457_00006,6 Rue Armand Moisant 75015 Paris,75015,Paris,75,appartement,avant 1948,,12.2,E,D,415.7,constructed,2.316702963123603,48.842647214088416,75115,1,adresse_ban,bdnb-bg-9B9J-MTA2-JJWV,5,60,46.9,1925,BRIQUES - PIERRE,BETON,8,50,Résidentiel collectif,,Non exposé,Géorisques
2675E1534561R,2026-06-08,JRW4HNZWCF9P,75115_2300_00242,242 Rue de la Convention 75015 Paris,75015,Paris,75,appartement,1989-2000,,107.5,C,A,145,constructed,2.300950174606608,48.83567905424649,75115,3,adresse_ban,bdnb-bg-DYKK-ZEBX-H429,13.9,134,45.0,1998,BETON,ARDOISES,8,21,Résidentiel collectif,,Non exposé,Géorisques
2675E1527642O,2026-06-08,E1V1214836FE,75102_8659_00017,17 Rue Saint-Joseph 75002 Paris,75002,Paris,75,appartement,avant 1948,,33.3,F,C,371,constructed,2.343941304120218,48.86858409958929,75102,1,adresse_ban,bdnb-bg-7M3P-XAMP-3HQ8,12.8,282,37.7,,INDETERMINE,INDETERMINE,6,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1535135T,2026-06-08,ANKVCANWA4AQ,75120_6039_00040,40 Rue de la Mare 75020 Paris,75020,Paris,75,appartement,avant 1948,,17,F,F,483,constructed,2.390122457771686,48.870905829799554,75120,1,adresse_ban,bdnb-bg-J7ZU-78S4-AJJ1,18.3,100,74.2,1990,INDETERMINE,INDETERMINE,7,25,Résidentiel collectif,,Non exposé,Géorisques
2675E1537039Z,2026-06-08,C39KEE6CEB4A,75119_9017_00040,40 Rue des Solitaires 75019 Paris,75019,Paris,75,appartement,avant 1948,1920,29.4,E,C,310.8,constructed,2.390946006182638,48.8766788793464,75119,1,adresse_ban,bdnb-bg-6F4J-49V5-HKES,19.6,149,99.7,1920,BRIQUES - PIERRE,TUILES,5,35,Résidentiel collectif,,Non exposé,Géorisques
2675E1532106G,2026-06-08,MCFK8FTWSTXA,75110_4964_00104,104 Quai de Jemmapes 75010 Paris,75010,Paris,75,appartement,avant 1948,,33.7,E,C,339,constructed,2.363966362906428,48.87374273871698,75110,2,adresse_ban,bdnb-bg-X265-WY92-J4SA,18.4,313,39.3,1895,BRIQUES,ZINC ALUMINIUM,7,38,Résidentiel collectif,,Non exposé,Géorisques
2675E1538016O,2026-06-08,N3FN8ZXGP4JX,75103_9711_00013,13 Rue du Vertbois 75003 Paris,75003,Paris,75,appartement,1948-1974,1949,18.4,F,C,463,constructed,2.358433732982459,48.866847274183414,75103,1,adresse_ban,bdnb-bg-N25E-K84B-NEYZ,16.1,51,35.1,1759,AGGLOMERE - PIERRE,TUILES - ZINC ALUMINIUM,6,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1534819P,2026-06-08,MJ7FW28GQBWC,75115_5470_00002,2 Rue Lefebvre 75015 Paris,75015,Paris,75,appartement,avant 1948,,79.8,E,C,281,constructed,2.292186157940779,48.83178003525667,75115,2,adresse_ban,bdnb-bg-P13D-EFJ2-E9J8,25.9,438,54.7,1930,BRIQUES - PIERRE,ZINC ALUMINIUM,8,32,Résidentiel collectif,,Non exposé,Géorisques
2675E1527891D,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,60.9,G,C,593,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1532096W,2026-06-08,1453JM2PAQJQ,75109_2113_00067,67 Boulevard de Clichy 75009 Paris,75009,Paris,75,immeuble,avant 1948,1860,,D,C,228,constructed,2.331548670584047,48.88380860221593,75109,1,adresse_ban,bdnb-bg-8X76-NNEY-AGSP,13.9,150,62.3,1880,INDETERMINE,INDETERMINE,4,0,Tertiaire & Autres,,Non exposé,Géorisques
2675E1537769B,2026-06-08,EQZYYYBDRW3N,75113_1473_00003,3 Rue de Campo-Formio 75013 Paris,75013,Paris,75,appartement,avant 1948,,37.8,F,C,404,constructed,2.360445234324604,48.83388530910935,75113,3,adresse_ban,bdnb-bg-LBMB-AQX6-LTU2,13.2,278,52.0,1830,INDETERMINE,INDETERMINE,4,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1529224K,2026-06-08,T9GR6RRH2HJE,75109_9155_00025,25 Rue Taitbout 75009 Paris,75009,Paris,75,appartement,avant 1948,,35,E,D,261,constructed,2.335194953397407,48.8732392513831,75109,1,adresse_ban,bdnb-bg-82DY-M6DJ-46WR,21.6,219,34.0,1880,PIERRE,ARDOISES - BETON,7,10,Résidentiel collectif,,Non exposé,Géorisques
2675E1535573P,2026-06-08,TF15W4SPWZNJ,75119_8183_00020,20 Rue du Rhin 75019 Paris,75019,Paris,75,appartement,1948-1974,,40.7,D,D,227,constructed,2.381427037171346,48.884026965621345,75119,1,adresse_ban,bdnb-bg-F5QN-B8NR-XYEK,20.9,216,59.7,1990,INDETERMINE,INDETERMINE,10,33,Résidentiel collectif,,Non exposé,Géorisques
2675E1528897V,2026-06-08,RWSVWXSCS7K4,75115_0547_00005,5 Rue Auguste Chabrières 75015 Paris,75015,Paris,75,appartement,avant 1948,,31.2,F,C,412,constructed,2.28891332120717,48.83559931053642,75115,1,adresse_ban,bdnb-bg-EGBX-SJZU-EG3Q,21.4,145,34.2,1909,PIERRE,ARDOISES - ZINC ALUMINIUM,7,21,Résidentiel collectif,,Non exposé,Géorisques
2675E1534267J,2026-06-08,V7K15TP7FWR4,75119_1195_00052,52 Rue Bouret 75019 Paris,75019,Paris,75,appartement,avant 1948,,116.4,D,D,245,constructed,2.37223356485087,48.88266719480309,75119,1,adresse_ban,bdnb-bg-L1G7-WG64-TQ1C,19.4,159,54.3,1920,BRIQUES - PIERRE,TUILES,7,16,Résidentiel collectif,,Non exposé,Géorisques
2675E1537816W,2026-06-08,WYM4JMRY8K7G,75116_8029_00127,127 Rue du Ranelagh 75016 Paris,75016,Paris,75,appartement,avant 1948,,30.3,E,C,343,constructed,2.267496653364028,48.855900877046324,75116,2,adresse_ban,bdnb-bg-RV9A-RRW2-2J7V,21.1,1399,48.0,1910,PIERRE,TUILES,7,112,Résidentiel collectif,,Non exposé,Géorisques
2675E1533213V,2026-06-08,XHZ1KDVA4MG4,75103_3698_00003,3 Rue du Foin 75003 Paris,75003,Paris,75,appartement,avant 1948,,33.5,D,B,196,constructed,2.365404271603008,48.85678218850822,75103,1,adresse_ban,bdnb-bg-ADTQ-YSG1-R541,16.1,106,35.0,1800,MEULIERE,ZINC ALUMINIUM,6,27,Résidentiel collectif,,Non exposé,Géorisques
2675E1536289D,2026-06-08,RHTK7N3W3P25,75107_1202_00052,52 Rue de Bourgogne 75007 Paris,75007,Paris,75,appartement,avant 1948,,92.2,D,D,191,constructed,2.316352281775789,48.85653102920338,75107,1,adresse_ban,bdnb-bg-WKG7-5CB3-5GC1,18.0,856,36.0,1780,INDETERMINE,INDETERMINE,6,31,Résidentiel collectif,,Non exposé,Géorisques
2675E1535432E,2026-06-08,BM22HYKMMPE5,75102_5913_00013,13 Rue du Mail 75002 Paris,75002,Paris,75,appartement,avant 1948,,68.8,E,E,325,constructed,2.342578685096219,48.86712626599446,75102,3,adresse_ban,bdnb-bg-R8LU-C7VK-HDRE,20.4,2168,35.9,1850,MEULIERE,ZINC ALUMINIUM,7,12,Tertiaire & Autres,,Non exposé,Géorisques
2675E1530075D,2026-06-08,S5DASNGC8ZHK,75113_0402_00028,28 Boulevard Arago 75013 Paris,75013,Paris,75,appartement,1948-1974,1960,74.1,F,F,417,constructed,2.347630411838806,48.83568970224772,75113,1,adresse_ban,bdnb-bg-XCK4-TN5A-WYA7,28.4,117,39.1,1960,BETON,BETON - AUTRES,10,19,Résidentiel collectif,,Non exposé,Géorisques
2675E1528222W,2026-06-08,136K438D76HH,75108_7954_00006,6 Rue Quentin-Bauchart 75008 Paris,75008,Paris,75,appartement,avant 1948,,47.8,D,D,215,constructed,2.299756331733196,48.86890532480652,75108,1,adresse_ban,bdnb-bg-D4S6-C2N5-N88K,31.9,281,41.7,1890,MEULIERE - PIERRE,ZINC ALUMINIUM - AUTRES,9,29,Résidentiel collectif,,Non exposé,Géorisques
2675E1538244I,2026-06-08,SSCP5DWGQNJJ,75106_6221_00022,22 Rue Mayet 75006 Paris,75006,Paris,75,appartement,avant 1948,1900,45.5,D,B,210.1,constructed,2.319295696658815,48.8461279648959,75106,1,adresse_ban,bdnb-bg-KTBA-DXWD-88UP,15.0,297,40.0,1977,BETON - BRIQUES,ARDOISES - TUILES,5,17,Résidentiel collectif,,Non exposé,Géorisques
2675E1532665T,2026-06-08,9Y47695FNNVX,75111_3508_00054,54 Rue du Faubourg du Temple 75011 Paris,75011,Paris,75,appartement,avant 1948,1945,53.7,D,D,174,constructed,2.370776103257462,48.86963634722428,75111,2,adresse_ban,bdnb-bg-DKQA-LCN7-1A1U,15.2,155,43.4,1860,PIERRE,ZINC ALUMINIUM,4,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1533190Y,2026-06-08,P27G3AHM9GA5,75118_9628_00014,14 Rue Vauvenargues 75018 Paris,75018,Paris,75,appartement,avant 1948,,57,F,F,339,constructed,2.334192316268815,48.893093733565664,75118,1,adresse_ban,bdnb-bg-HNMK-UW8V-UCGR,10.1,241,56.9,1920,BRIQUES - PIERRE,ARDOISES - TUILES,7,17,Résidentiel collectif,,Non exposé,Géorisques
2675E1537174E,2026-06-08,6CQT16MYY1G1,75120_4452_00048,48 Rue des Haies 75020 Paris,75020,Paris,75,appartement,avant 1948,,46.7,E,C,287,constructed,2.40231700512833,48.85324497811774,75120,1,adresse_ban,bdnb-bg-T414-83G2-ZSPA,5,194,57.1,1992,INDETERMINE,INDETERMINE,7,29,Résidentiel collectif,,Non exposé,Géorisques
2675E1531192C,2026-06-08,545BM347TS5F,75115_9624_00403_b,403b Rue de Vaugirard 75015 Paris,75015,Paris,75,appartement,avant 1948,,32,G,E,634,constructed,2.289255354624197,48.832939432656126,75115,1,adresse_ban,bdnb-bg-YKP7-Q625-548G,24.0,453,39.3,1930,PIERRE,ZINC ALUMINIUM,8,37,Résidentiel collectif,,Non exposé,Géorisques
2675E1527340Y,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,244,D,D,225,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1532841N,2026-06-08,WYYGRFRK9A3C,75119_1576_00010,10 Rue des Carrières d'Amérique 75019 Paris,75019,Paris,75,appartement,avant 1948,,26.9,E,C,329,constructed,2.393071639242851,48.88463500362096,75119,2,adresse_ban,bdnb-bg-L4B8-C2KW-SFBN,2.2,112,66.5,1880,BRIQUES,TUILES,2,6,Résidentiel collectif,,Non exposé,Géorisques
2675E1527050U,2026-06-08,2RC2BH5D94DC,75119_6980_00048,48 Rue de l'Ourcq 75019 Paris,75019,Paris,75,appartement,avant 1948,,59.3,E,C,302,constructed,2.380481817451792,48.892119589696705,75119,1,adresse_ban,bdnb-bg-FFN6-R573-XUGP,17.3,220,51.0,1880,MEULIERE,ZINC ALUMINIUM,5,35,Résidentiel collectif,,Non exposé,Géorisques
2675E1527858W,2026-06-08,W17BJPPBNXHH,75115_3536_00002,2 Rue des Favorites 75015 Paris,75015,Paris,75,appartement,1948-1974,,42.1,C,C,178,constructed,2.302613798310348,48.83966544092553,75115,3,adresse_ban,bdnb-bg-63SL-Q7AV-BDKZ,3.6,129,45.0,1971,BETON,BETON,13,90,Résidentiel collectif,,Non exposé,Géorisques
2675E1538529H,2026-06-08,JT237XZ5GXQ3,75101_8635_00278,278 Rue Saint-Honoré 75001 Paris,75001,Paris,75,appartement,avant 1948,1850,11.6,D,D,234.6,constructed,2.333112521091662,48.86461285585404,75101,2,adresse_ban,bdnb-bg-AYZN-WH7N-TKH1,30.4,377,28.8,1800,BETON - BRIQUES,ARDOISES - ZINC ALUMINIUM,9,60,Résidentiel collectif,,Non exposé,Géorisques
2675E1538286Y,2026-06-08,VYK3YWVTEQZ2,75111_5554_00048,48 Rue Léon Frot 75011 Paris,75011,Paris,75,appartement,avant 1948,,26,F,C,448,constructed,2.386556172659327,48.85598415015582,75111,3,adresse_ban,bdnb-bg-JV49-RHUM-X11Q,20.0,254,43.9,1890,PIERRE,ZINC ALUMINIUM,7,41,Résidentiel collectif,,Non exposé,Géorisques
2675E1537480Y,2026-06-08,CDBX36QKY2P9,75110_3508_00099,99 Rue du Faubourg du Temple 75010 Paris,75010,Paris,75,appartement,avant 1948,1947,44.5,D,B,238,constructed,2.373494982144958,48.871106858865545,75110,1,adresse_ban,bdnb-bg-D2D7-5AQF-LF3M,14.6,663,44.6,1908,BRIQUES,ZINC ALUMINIUM,4,70,Résidentiel collectif,,Non exposé,Géorisques
2675E1526328A,2026-06-08,FSMTFXKPD4XK,75118_2974_00023,23 Rue Duhesme 75018 Paris,75018,Paris,75,appartement,avant 1948,1910,21.9,E,C,359,constructed,2.338498317104034,48.89101849491739,75118,1,adresse_ban,bdnb-bg-F7TF-MMVN-MFBQ,21.7,152,68.1,1910,BRIQUES - PIERRE,ARDOISES,7,17,Résidentiel collectif,,Non exposé,Géorisques
2675E1537052M,2026-06-08,Q2238PN1KGXW,75115_4186_00029,29 Rue Ginoux 75015 Paris,75015,Paris,75,appartement,1989-2000,,76,C,B,161,constructed,2.289153430190355,48.847387423547644,75115,4,adresse_ban,bdnb-bg-D47M-JGVY-DPPD,15.1,492,33.0,1997,BETON - PIERRE,BETON - ZINC ALUMINIUM,7,56,Résidentiel collectif,,Non exposé,Géorisques
2675E1529825N,2026-06-08,VYQ7MF1B6TFZ,75110_3086_00024,24 Rue des Ecluses Saint-Martin 75010 Paris,75010,Paris,75,appartement,1978-1982,1981,29.4,C,C,138,constructed,2.366678717608229,48.87709564156788,75110,9,adresse_ban,bdnb-bg-3NJT-9L9C-Z3T5,28.5,1969,46.3,1981,INDETERMINE,INDETERMINE,9,191,Résidentiel collectif,,Non exposé,Géorisques
2675E1533843B,2026-06-08,X6GPHWR47KVM,75116_8029_00085_b,85b Rue du Ranelagh 75016 Paris,75016,Paris,75,appartement,avant 1948,1902,94.6,D,D,194,constructed,2.270965192570291,48.85520858264543,75116,3,adresse_ban,bdnb-bg-6D9J-7RSH-ZVE4,27.9,272,36.0,1902,PIERRE,ARDOISES - ZINC ALUMINIUM,7,12,Résidentiel collectif,,Non exposé,Géorisques
2675E1535477X,2026-06-08,2HE3A3Z8SFE6,75110_9100_00006,6 Boulevard de Strasbourg 75010 Paris,75010,Paris,75,appartement,avant 1948,,48.5,D,D,223,constructed,2.35519871909788,48.869890540172506,75110,2,adresse_ban,bdnb-bg-XJUV-1QU1-4SR7,24.1,762,37.0,1890,INDETERMINE,INDETERMINE,8,41,Résidentiel collectif,,Non exposé,Géorisques
2675E1526171Z,2026-06-08,8TWX33RBVFAZ,75105_6432_00012,12 Rue Monge 75005 Paris,75005,Paris,75,appartement,avant 1948,,26.9,E,C,322,constructed,2.348988539553008,48.84887636576087,75105,1,adresse_ban,bdnb-bg-88PF-F6NG-6RQ8,19.8,102,37.7,1850,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,8,75,Résidentiel collectif,,Non exposé,Géorisques
2675E1527535L,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,56.1,F,F,350,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1538850Q,2026-06-08,HC2PJ5FNB7H4,75115_6555_00043,43 Rue des Morillons 75015 Paris,75015,Paris,75,appartement,1948-1974,,36.1,F,D,347,constructed,2.300210367238644,48.83345204049416,75115,1,adresse_ban,bdnb-bg-8Q8F-S6QZ-2HDY,14.3,307,51.0,1957,BETON - MEULIERE,BETON - AUTRES,8,75,Résidentiel collectif,,Non exposé,Géorisques
2675E1529020O,2026-06-08,2B5AY5C4H5AN,75112_6616_00026,26 Rue Mousset-Robert 75012 Paris,75012,Paris,75,appartement,1975-1977,1975,51.7,D,D,249,constructed,2.403508017099367,48.84327723981455,75112,3,adresse_ban,bdnb-bg-CWPF-LQEF-QZGZ,5.1,569,44.0,1975,AGGLOMERE - BETON,BETON,11,144,Résidentiel collectif,,Non exposé,Géorisques
2675E1536027B,2026-06-08,2P471SZKRD11,75103_4302_00020,20 Rue des Gravilliers 75003 Paris,75003,Paris,75,appartement,avant 1948,1710,47.2,F,C,345,constructed,2.357039182563183,48.86385745904429,75103,1,adresse_ban,bdnb-bg-M6YZ-4TNG-HXYF,18.2,246,34.8,1710,PIERRE,ZINC ALUMINIUM,6,27,Résidentiel collectif,,Non exposé,Géorisques
2675E1535440M,2026-06-08,8GYXJJSSJ4QN,75111_8639_00004,4 Rue Saint-Hubert 75011 Paris,75011,Paris,75,immeuble,1978-1982,,,D,D,233,constructed,2.379651954605189,48.86370121764183,75111,2,adresse_ban,bdnb-bg-BMQQ-TZXG-PG4U,21.9,577,44.7,1955,BRIQUES,ZINC ALUMINIUM,8,78,Résidentiel collectif,,Non exposé,Géorisques
2675E1528285H,2026-06-08,S8X2GJYNPKGP,75118_6918_00089,89 Rue Ordener 75018 Paris,75018,Paris,75,appartement,avant 1948,1881,18.6,E,C,390,constructed,2.347599147542513,48.89173187917351,75118,1,adresse_ban,bdnb-bg-3R5T-DFHA-F9JR,22.6,285,54.3,1881,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,42,Résidentiel collectif,,Non exposé,Géorisques
2675E1528238M,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,157.1,E,E,315,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1527973H,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,1948-1974,,17,F,C,474,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1527177R,2026-06-08,65BVG8YW3FCW,75110_3522_00061,61 Rue du Faubourg Saint-Martin 75010 Paris,75010,Paris,75,appartement,avant 1948,1800,43.8,E,B,279.6,constructed,2.356512650788204,48.87176830038622,75110,2,adresse_ban,bdnb-bg-KTPH-7AM3-B3E1,18.9,729,37.0,1800,BETON,BETON - ZINC ALUMINIUM,7,52,Résidentiel collectif,,Non exposé,Géorisques
2675E1536143N,2026-06-08,TC3DZZDWCGTM,75114_4065_00007,7 Avenue du Général Maistre 75014 Paris,75014,Paris,75,appartement,avant 1948,,62,E,D,295,constructed,2.315666148851444,48.824957470807576,75114,10,adresse_ban,bdnb-bg-TAZL-Q286-S72X,22.4,1233,66.0,1935,BETON - BRIQUES,AUTRES,7,216,Résidentiel collectif,,Non exposé,Géorisques
2675E1527240C,2026-06-08,XTBG9QGJFEB7,75117_0749_00036,36 Rue Bayen 75017 Paris,75017,Paris,75,appartement,avant 1948,1910,71.7,G,G,535,constructed,2.292606667733561,48.881563513048135,75117,1,adresse_ban,bdnb-bg-WZZR-AC83-19MD,22.0,218,36.1,1910,PIERRE,ZINC ALUMINIUM,8,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1531326G,2026-06-08,R5X414BVS7C1,75115_2890_00034,34 Rue Dombasle 75015 Paris,75015,Paris,75,appartement,avant 1948,,18.3,E,E,394,constructed,2.29862881705161,48.83551692964798,75115,1,adresse_ban,bdnb-bg-RAU6-76C5-EDP2,6.2,69,41.5,1876,BETON - PIERRE,INDETERMINE,8,23,Résidentiel collectif,,Non exposé,Géorisques
